site,X,Y,elevation,depth,distance_from_shore,date,temperature,site_sampled
25,-35.261699,149.172212,636,140,420,29/10/2022 5:55,12,12
25,-35.261699,149.172212,636,140,420,29/10/2022 6:55,12,12
25,-35.261699,149.172212,636,140,420,29/10/2022 7:55,12,12
25,-35.261699,149.172212,636,140,420,29/10/2022 8:55,12,12
25,-35.261699,149.172212,636,140,420,29/10/2022 9:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 10:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 11:55,12,12
25,-35.261699,149.172212,636,140,420,29/10/2022 12:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 13:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 15:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 19:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 20:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,29/10/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 0:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 3:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 4:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 5:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 6:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 7:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 8:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 9:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 10:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 11:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 12:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 13:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 15:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 19:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 20:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,30/10/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 0:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 3:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 4:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 5:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 6:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 7:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 8:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 9:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 10:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 11:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 12:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 13:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 15:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 19:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 20:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,31/10/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 0:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 3:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 4:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 5:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 6:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 7:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 8:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 9:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 10:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 11:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 12:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 13:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 15:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 19:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 20:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,1/11/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 0:55,12.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 3:55,12.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 4:55,12.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 5:55,12,12
25,-35.261699,149.172212,636,140,420,2/11/2022 6:55,12,12
25,-35.261699,149.172212,636,140,420,2/11/2022 7:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 8:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 9:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 10:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 11:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 12:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 13:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 14:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 15:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 16:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 17:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 18:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 19:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 20:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 21:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 22:55,11.5,12
25,-35.261699,149.172212,636,140,420,2/11/2022 23:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 0:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 1:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 2:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 3:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 4:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 5:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 6:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 7:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 8:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 9:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 10:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 11:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 12:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 13:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 14:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 15:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 16:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 17:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 18:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 19:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 20:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 21:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 22:55,11.5,12
25,-35.261699,149.172212,636,140,420,3/11/2022 23:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 0:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 1:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 2:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 3:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 4:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 5:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 6:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 7:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 8:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 9:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 10:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 11:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 12:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 13:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 14:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 15:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 16:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 17:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 18:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 19:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 20:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 21:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 22:55,11.5,12
25,-35.261699,149.172212,636,140,420,4/11/2022 23:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 0:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 1:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 2:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 3:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 4:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 5:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 6:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 7:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 8:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 9:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 10:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 11:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 12:55,11.5,12
25,-35.261699,149.172212,636,140,420,5/11/2022 13:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 14:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 15:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 16:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 17:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 18:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 19:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 20:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 21:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 22:55,12,12
25,-35.261699,149.172212,636,140,420,5/11/2022 23:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 0:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 1:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 2:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 3:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 4:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 5:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 6:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 7:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 8:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 9:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 10:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 11:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 12:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 13:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 14:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 15:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 16:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 17:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 18:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 19:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 20:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 21:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 22:55,12,12
25,-35.261699,149.172212,636,140,420,6/11/2022 23:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 0:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 1:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 2:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 3:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 4:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 5:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 6:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 7:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 8:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 9:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 10:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 11:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 12:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 13:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 14:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 15:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 16:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 17:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 18:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 19:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 20:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 21:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 22:55,12,12
25,-35.261699,149.172212,636,140,420,7/11/2022 23:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 0:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 1:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 2:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 3:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 4:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 5:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 6:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 7:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 8:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 9:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 10:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 11:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 12:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 13:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 14:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 15:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 16:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 17:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 18:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 19:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 20:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 21:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 22:55,12,12
25,-35.261699,149.172212,636,140,420,8/11/2022 23:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 0:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 1:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 2:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 3:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 4:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 5:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 6:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 7:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 8:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 9:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 10:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 11:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 12:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 13:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,9/11/2022 15:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,9/11/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,9/11/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,9/11/2022 19:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 20:55,12,12
25,-35.261699,149.172212,636,140,420,9/11/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,9/11/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,9/11/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 0:55,12,12
25,-35.261699,149.172212,636,140,420,10/11/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 3:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 4:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 5:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 6:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 7:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 8:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 9:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 10:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 11:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 12:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 13:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 15:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 19:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 20:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,10/11/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 0:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 3:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 4:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 5:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 6:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 7:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 8:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 9:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 10:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 11:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 12:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 13:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 15:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 19:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 20:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,11/11/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 0:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 3:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 4:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 5:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 6:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 7:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 8:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 9:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 10:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 11:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 12:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 13:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 14:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 15:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 16:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 17:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 18:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 19:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 20:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 21:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 22:55,12.5,12
25,-35.261699,149.172212,636,140,420,12/11/2022 23:55,12.5,12
25,-35.261699,149.172212,636,140,420,13/11/2022 0:55,12.5,12
25,-35.261699,149.172212,636,140,420,13/11/2022 1:55,12.5,12
25,-35.261699,149.172212,636,140,420,13/11/2022 2:55,12.5,12
25,-35.261699,149.172212,636,140,420,13/11/2022 3:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 4:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 5:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 6:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 7:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 8:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 9:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 10:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 11:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 12:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 13:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 14:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 15:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 16:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 17:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 18:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 19:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 20:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 21:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 22:55,13,12
25,-35.261699,149.172212,636,140,420,13/11/2022 23:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 0:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 1:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 2:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 3:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 4:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 5:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 6:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 7:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 8:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 9:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 10:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 11:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 12:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 13:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 14:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 15:55,13,12
25,-35.261699,149.172212,636,140,420,14/11/2022 16:55,13,12
