"","date","site","site_sampled","survey_period","ID","quadrant","length_mm","app_gosner","distance_from_shore_cm","depth_captured_cm","surface_temp","swabbed","Bd","GE_load","tail_short","record_type","amb_temp","adult_location","weight_g","SVL_mm","sex","elevation","Bd_binary","mean_temp","min_temp","max_temp","raw_count","species_richness","shannon_index"
"132","17/10/2022",59,20,1,"A132",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",22.2,"On grass in water",25,31,"Male",1346,0,11,8,20,173,3,1.020424282
"133","17/10/2022",59,20,1,"A133",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",22.2,"in water under reeds",25,30,"Male",1346,0,11,8,20,173,3,1.020424282
"134","17/10/2022",59,20,1,"A134",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",22.2,"On grass in water",31,33,"Male",1346,0,11,8,20,173,3,1.020424282
"135","17/10/2022",59,20,1,"A135",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",22.2,"On grass in water",275,30,"Male",1346,1,11,8,20,173,3,1.020424282
"136","18/10/2022",34,19,1,"A136",NA,NA,NA,NA,NA,NA,NA,"Positive",321,NA,"Adult",14.8,"In and around submerged grass patches",25,30,"Male",1220,1,12,6,22,507,4,0.814912682
"137","18/10/2022",34,19,1,"A137",NA,NA,NA,NA,NA,NA,NA,"Positive",142,NA,"Adult",14.8,"In and around submerged grass patches",25,26,"Male",1220,1,12,6,22,507,4,0.814912682
"138","18/10/2022",34,19,1,"A138",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",25,31,"Male",1220,0,12,6,22,507,4,0.814912682
"139","18/10/2022",34,19,1,"A139",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",475,34,"Female",1220,0,12,6,22,507,4,0.814912682
"140","18/10/2022",34,19,1,"A140",NA,NA,NA,NA,NA,NA,NA,"Positive",1160,NA,"Adult",14.8,"In and around submerged grass patches",2,28,"Male",1220,1,12,6,22,507,4,0.814912682
"141","18/10/2022",34,19,1,"A141",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",25,30,"Male",1220,0,12,6,22,507,4,0.814912682
"142","18/10/2022",34,19,1,"A142",NA,NA,NA,NA,NA,NA,NA,"Positive",398,NA,"Adult",14.8,"In and around submerged grass patches",25,32,"Male",1220,1,12,6,22,507,4,0.814912682
"143","18/10/2022",34,19,1,"A143",NA,NA,NA,NA,NA,NA,NA,"Positive",108,NA,"Adult",14.8,"In and around submerged grass patches",325,33,"Male",1220,1,12,6,22,507,4,0.814912682
"144","18/10/2022",34,19,1,"A144",NA,NA,NA,NA,NA,NA,NA,"Positive",777,NA,"Adult",14.8,"In and around submerged grass patches",275,31,"Male",1220,1,12,6,22,507,4,0.814912682
"145","18/10/2022",34,19,1,"A145",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",275,33,"Male",1220,0,12,6,22,507,4,0.814912682
"146","18/10/2022",34,19,1,"A146",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",275,32,"Male",1220,0,12,6,22,507,4,0.814912682
"147","18/10/2022",34,19,1,"A147",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.8,"In and around submerged grass patches",3,31,"Male",1220,1,12,6,22,507,4,0.814912682
"148","18/10/2022",34,19,1,"A148",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",25,30,"Male",1220,0,12,6,22,507,4,0.814912682
"149","18/10/2022",34,19,1,"A149",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.8,"In and around submerged grass patches",25,30,"Male",1220,1,12,6,22,507,4,0.814912682
"150","18/10/2022",34,19,1,"A150",NA,NA,NA,NA,NA,NA,NA,"Positive",113,NA,"Adult",14.8,"In and around submerged grass patches",225,29,"Male",1220,1,12,6,22,507,4,0.814912682
"151","18/10/2022",34,19,1,"A151",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",275,29,"Male",1220,0,12,6,22,507,4,0.814912682
"152","18/10/2022",34,19,1,"A152",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.8,"In and around submerged grass patches",225,29,"Male",1220,1,12,6,22,507,4,0.814912682
"153","18/10/2022",34,19,1,"A153",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.8,"In and around submerged grass patches",225,29,"Male",1220,0,12,6,22,507,4,0.814912682
"154","18/10/2022",34,19,1,"A154",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.8,"In and around submerged grass patches",225,30,"Male",1220,1,12,6,22,507,4,0.814912682
"155","18/10/2022",34,19,1,"A155",NA,NA,NA,NA,NA,NA,NA,"Positive",131,NA,"Adult",14.8,"In and around submerged grass patches",25,31,"Male",1220,1,12,6,22,507,4,0.814912682
"156","26/10/2022",32,16,1,"A163",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",19.1,"In water amongst reeds",225,28,"Male",746,0,15,12,22,283,4,1.029944697
"157","26/10/2022",32,16,1,"A164",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",19.1,"In water amongst reeds",225,31,"Male",746,0,15,12,22,283,4,1.029944697
"158","26/10/2022",33,18,1,"A160",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",18,"In shrubs at waters edge",225,28,"Male",786,1,14,12,20,228,4,0.98515677
"159","26/10/2022",33,18,1,"A161",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",18,"In shrubs at waters edge",2,26,"Male",786,0,14,12,20,228,4,0.98515677
"160","26/10/2022",33,18,1,"A162",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",18,"In shrubs at waters edge",225,28,"Male",786,0,14,12,20,228,4,0.98515677
"161","27/10/2022",68,17,1,"A165",NA,NA,NA,NA,NA,NA,NA,"Positive",395,NA,"Adult",14.1,"In water amongst reeds",18,30,"Male",762,1,18,15,21,482,4,0.959312512
"162","27/10/2022",68,17,1,"A166",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",23,30,"Male",762,1,18,15,21,482,4,0.959312512
"163","27/10/2022",68,17,1,"A167",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.1,"In water amongst reeds",17,30,"Male",762,0,18,15,21,482,4,0.959312512
"164","27/10/2022",68,17,1,"A168",NA,NA,NA,NA,NA,NA,NA,"Positive",325,NA,"Adult",14.1,"In water amongst reeds",24,28,"Male",762,1,18,15,21,482,4,0.959312512
"165","27/10/2022",68,17,1,"A169",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",15,29,"Male",762,1,18,15,21,482,4,0.959312512
"166","27/10/2022",68,17,1,"A170",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",26,32,"Male",762,1,18,15,21,482,4,0.959312512
"167","27/10/2022",68,17,1,"A171",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",2,29,"Male",762,1,18,15,21,482,4,0.959312512
"168","27/10/2022",68,17,1,"A172",NA,NA,NA,NA,NA,NA,NA,"Positive",143,NA,"Adult",14.1,"In water amongst reeds",21,31,"Male",762,1,18,15,21,482,4,0.959312512
"169","27/10/2022",68,17,1,"A173",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",25,31,"Male",762,1,18,15,21,482,4,0.959312512
"170","27/10/2022",68,17,1,"A174",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.1,"In water amongst reeds",27,29,"Male",762,0,18,15,21,482,4,0.959312512
"171","27/10/2022",68,17,1,"A175",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.1,"In water amongst reeds",33,35,"Female",762,0,18,15,21,482,4,0.959312512
"172","27/10/2022",68,17,1,"A176",NA,NA,NA,NA,NA,NA,NA,"Positive",1220,NA,"Adult",14.1,"In water amongst reeds",15,30,"Male",762,1,18,15,21,482,4,0.959312512
"173","27/10/2022",68,17,1,"A177",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",175,30,"Male",762,1,18,15,21,482,4,0.959312512
"174","27/10/2022",68,17,1,"A178",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.1,"In water amongst reeds",25,33,"Male",762,0,18,15,21,482,4,0.959312512
"175","27/10/2022",68,17,1,"A179",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",2,29,"Male",762,1,18,15,21,482,4,0.959312512
"176","27/10/2022",68,17,1,"A180",NA,NA,NA,NA,NA,NA,NA,"Positive",661,NA,"Adult",14.1,"In water amongst reeds",23,30,"Male",762,1,18,15,21,482,4,0.959312512
"177","27/10/2022",68,17,1,"A181",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",14.1,"In water amongst reeds",2,31,"Male",762,1,18,15,21,482,4,0.959312512
"178","27/10/2022",68,17,1,"A182",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.1,"In water amongst reeds",225,30,"Male",762,0,18,15,21,482,4,0.959312512
"179","27/10/2022",68,17,1,"A183",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",14.1,"In water amongst reeds",2,28,"Male",762,0,18,15,21,482,4,0.959312512
"180","27/10/2022",68,17,1,"A184",NA,NA,NA,NA,NA,NA,NA,"Positive",189,NA,"Adult",14.1,"In water amongst reeds",19,27,"Male",762,1,18,15,21,482,4,0.959312512
"181","30/10/2022",15,7,1,"A185",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",18,"In grass next to water",25,32,"Male",619,0,NA,NA,NA,NA,NA,NA
"182","30/10/2022",15,7,1,"A186",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",18,"In grass next to water",225,31,"Male",619,0,NA,NA,NA,NA,NA,NA
"183","30/10/2022",15,7,1,"A187",NA,NA,NA,NA,NA,NA,NA,"Positive",0,NA,"Adult",18,"In grass next to water",25,35,"Male",619,1,NA,NA,NA,NA,NA,NA
"184","30/10/2022",15,7,1,"A188",NA,NA,NA,NA,NA,NA,NA,"Positive",272,NA,"Adult",18,"In grass next to water",275,34,"Male",619,1,NA,NA,NA,NA,NA,NA
"185","30/10/2022",25,12,1,"A189",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",15.8,"In grass 10 m from water",55,42,"Female",645,0,13,10,26,294,4,0.973704789
"186","30/10/2022",25,12,1,"A190",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",15.8,"In grasses next to water",28,27,"Male",645,0,13,10,26,294,4,0.973704789
"187",NA,55,11,1,"A156",NA,NA,NA,NA,NA,NA,NA,"Positive",206,NA,"Adult",17.1,"In grass at waters edge",3,32,"Male",657,1,12,10,24,1034,4,1.092838278
"188",NA,55,11,1,"A157",NA,NA,NA,NA,NA,NA,NA,"Positive",109,NA,"Adult",17.1,"In grass at waters edge",25,29,"Male",657,1,12,10,24,1034,4,1.092838278
"189",NA,55,11,1,"A158",NA,NA,NA,NA,NA,NA,NA,"Negative",0,NA,"Adult",17.1,"In grass at waters edge",25,31,"Male",657,0,12,10,24,1034,4,1.092838278
"190",NA,55,11,1,"A159",NA,NA,NA,NA,NA,NA,NA,"Positive",124,NA,"Adult",17.1,"In grass 1 m from water",275,32,"Male",657,1,12,10,24,1034,4,1.092838278
"191","27/9/2022",1,10,1,"T1",2,33,"25",15,"40",16.3,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"192","27/9/2022",1,10,1,"T2",3,24,"25",30,"10",17.3,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"193","28/9/2022",26,13,1,"T3",3,30,"25",200,"30",16,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"194","28/9/2022",26,13,1,"T4",3,23,"25",150,"10",15.5,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"195","28/9/2022",26,13,1,"T5",3,24,"25",150,"10",15.5,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"196","28/9/2022",26,13,1,"T6",3,32,"25",300,"20",15.4,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"197","28/9/2022",26,13,1,"T7",3,19,"25",300,"20",15.4,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"198","28/9/2022",26,13,1,"T8",3,22,"25",10,"10",15.2,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"199","28/9/2022",26,13,1,"T9",3,26,"25",20,"10",15.2,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"200","28/9/2022",26,13,1,"T10",2,30,"25",20,"10",15.2,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"201","28/9/2022",26,13,1,"T11",2,24,"25",60,"20",14.5,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"202","28/9/2022",26,13,1,"T12",2,25,"25",60,"20",14.5,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"203","28/9/2022",26,13,1,"T13",2,27,"25",60,"20",14.5,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"204","28/9/2022",26,13,1,"T14",3,25,"25",30,"20",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"205","28/9/2022",26,13,1,"T15",2,25,"25",30,"10",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"206","28/9/2022",26,13,1,"T16",2,26,"25",30,"10",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"207","28/9/2022",26,13,1,"T17",2,26,"25",30,"10",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"208","28/9/2022",26,13,1,"T18",2,25,"25",30,"10",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"209","28/9/2022",26,13,1,"T19",3,26,"25",60,"10",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"210","28/9/2022",26,13,1,"T20",3,27,"25",60,"10",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"211","28/9/2022",26,13,1,"T21",3,25,"25",60,"10",14.8,"Y","Negative",0,NA,"Tadpole",14.3,NA,NA,NA,NA,589,0,14,11,23,441,4,0.781582876
"212","29/9/2022",1,10,1,"T38",2,25,"25",100,"20",17,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"213","29/9/2022",1,10,1,"T39",1,21,"25",50,"40",18.3,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"214","29/9/2022",1,10,1,"T40",1,23,"25",50,"40",18.3,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"215","29/9/2022",1,10,1,"T41",1,18,"25",50,"40",18.3,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"216","29/9/2022",1,10,1,"T42",2,25,"25",80,"30",16.5,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"217","29/9/2022",1,10,1,"T43",1,26,"25",200,"20",19.2,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"218","29/9/2022",1,10,1,"T44",1,18,"25",200,"20",19.2,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"219","29/9/2022",1,10,1,"T45",1,21,"25",100,"10",18.7,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"220","29/9/2022",1,10,1,"T46",1,22,"25",100,"10",18.7,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"221","29/9/2022",1,10,1,"T47",1,20,"25",150,"20-30",18.5,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"222","29/9/2022",1,10,1,"T48",1,18,"25",150,"20-30",18.5,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"223","29/9/2022",1,10,1,"T49",1,20,"25",150,"20-30",18.5,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"224","29/9/2022",1,10,1,"T50",4,21,"25",200,"20",17.9,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"225","29/9/2022",1,10,1,"T51",4,20,"25",200,"20",17.9,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"226","29/9/2022",1,10,1,"T52",4,34,"25",200,"20",17.9,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"227","29/9/2022",1,10,1,"T53",4,22,"25",200,"20",17.9,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"228","29/9/2022",1,10,1,"T54",4,22,"25",200,"20",17.9,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"229","29/9/2022",1,10,1,"T55",4,16,"25",200,"20",17.9,"Y","Negative",0,NA,"Tadpole",14.1,NA,NA,NA,NA,641,0,13,11,26,713,4,1.267302723
"230","29/9/2022",55,11,1,"T22",4,25,"25",30,"10",17.2,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"231","29/9/2022",55,11,1,"T23",4,19,"25",30,"10",17.2,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"232","29/9/2022",55,11,1,"T24",4,22,"25",70,"30",16.7,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"233","29/9/2022",55,11,1,"T25",4,25,"25",30,"10",16.4,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"234","29/9/2022",55,11,1,"T26",4,22,"25",60,"30",15.7,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"235","29/9/2022",55,11,1,"T27",4,24,"25",20,"10",16,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"236","29/9/2022",55,11,1,"T28",4,21,"25",200,"20",14.3,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"237","29/9/2022",55,11,1,"T29",4,18,"25",100,"Oct-20",15.8,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"238","29/9/2022",55,11,1,"T30",4,19,"25",100,"Oct-20",15.8,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"239","29/9/2022",55,11,1,"T31",4,20,"25",100,"10",14.7,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"240","29/9/2022",55,11,1,"T32",4,20,"25",100,"10",14.7,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"241","29/9/2022",55,11,1,"T33",4,25,"25",70,"Oct-20",14.5,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"242","29/9/2022",55,11,1,"T34",4,23,"25",70,"Oct-20",14.5,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"243","29/9/2022",55,11,1,"T35",4,22,"25",70,"Oct-20",14.5,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"244","29/9/2022",55,11,1,"T36",4,20,"25",150,"20-30",15.2,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"245","29/9/2022",55,11,1,"T37",4,19,"25",150,"20-30",15.2,"Y","Negative",0,NA,"Tadpole",17.1,NA,NA,NA,NA,657,0,12,10,24,1034,4,1.092838278
"246","10/10/2022",38,15,1,"T56",2,40,"26",10,"10",22,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"247","10/10/2022",38,15,1,"T57",2,28,"25",10,"10",22,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"248","10/10/2022",38,15,1,"T58",2,51,"26",40,"10",24,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"249","10/10/2022",38,15,1,"T59",2,39,"25",30,"10",24,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"250","10/10/2022",38,15,1,"T60",2,35,"25",60,"10",22,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"251","10/10/2022",38,15,1,"T61",2,38,"25",60,"10",22,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"252","10/10/2022",38,15,1,"T62",2,36,"25",60,"10",22,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"253","10/10/2022",38,15,1,"T63",2,44,"25",60,"10",22,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"254","10/10/2022",38,15,1,"T64",2,38,"25",10,"0",23,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"255","10/10/2022",38,15,1,"T65",2,37,"25",10,"10",21,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"256","10/10/2022",38,15,1,"T66",2,41,"25",20,"10",21,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"257","10/10/2022",38,15,1,"T67",2,38,"25",20,"10",21,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"258","10/10/2022",38,15,1,"T68",2,40,"25",10,"10",21,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"259","10/10/2022",38,15,1,"T69",3,33,"25",30,"30",22.5,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"260","10/10/2022",38,15,1,"T70",4,36,"25",20,"20",23,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"261","10/10/2022",38,15,1,"T71",4,36,"25",10,"20",21,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"262","10/10/2022",38,15,1,"T72",4,40,"25",10,"20",21,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"263","10/10/2022",38,15,1,"T73",4,39,"25",30,"20",23,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"264","10/10/2022",38,15,1,"T74",4,20,"25",10,"10",21.5,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"265","10/10/2022",38,15,1,"T75",4,34,"25",20,"30",20.5,"Y","Negative",0,NA,"Tadpole",19.5,NA,NA,NA,NA,471,0,14,13,18,216,4,1.038440115
"266","11/10/2022",54,8,1,"T76",3,25,"25",20,"5",19.1,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"267","11/10/2022",54,8,1,"T77",3,29,"25",40,"5",18.8,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"268","11/10/2022",54,8,1,"T78",3,24,"25",60,"10",18.4,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"269","11/10/2022",54,8,1,"T79",3,29,"25",60,"10",18.4,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"270","11/10/2022",54,8,1,"T80",3,28,"25",60,"10",18.4,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"271","11/10/2022",54,8,1,"T81",3,22,"25",30,"10",18.6,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"272","11/10/2022",54,8,1,"T82",3,21,"25",30,"10",18.6,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"273","11/10/2022",54,8,1,"T83",3,24,"25",30,"10",18.6,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"274","11/10/2022",54,8,1,"T84",3,22,"25",40,"5",18.9,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"275","11/10/2022",54,8,1,"T85",3,20,"25",5,"5",19.9,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"276","11/10/2022",54,8,1,"T86",3,25,"25",5,"5",19.9,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
"277","11/10/2022",54,8,1,"T87",4,24,"25",400,"100",18.1,"Y","Negative",0,NA,"Tadpole",16.3,NA,NA,NA,NA,612,0,14,12,25,398,4,1.254068971
